,nonIBD,IBD
Rothia_mucilaginosa_DY_18,0.0,0.0022157674090895
Ruminococcaceae_bacterium_D16,0.0,0.0151770975943554
Ruminococcus_albus_7,0.0,0.0314917287977031
Ruminococcus_bicirculans_80_3,0.0,0.0563814626276766
Ruminococcus_champanellensis_18P13,0.0,0.0058864388933647
Ruminococcus_flavefaciens_FD_1,0.0,0.0296159768617999
Ruminococcus_gnavus_ATCC_29149,0.0,0.219405416841035
Ruminococcus_lactaris_ATCC_29176,0.0,0.1284843296097401
Ruminococcus_sp_5_1_39BFAA,0.0670771039168194,0.0759809736202946
Ruminococcus_torques_ATCC_27756,0.0,0.0443469878166195
Scardovia_inopinata_F0304,0.0,0.0026236449454641
Slackia_exigua_ATCC_700122,0.0,0.0022601179973704
Solobacterium_moorei_F0204,0.0,0.0313402403159968
Staphylococcus_arlettae_CVD059,0.0,0.0037691524219211
Staphylococcus_capitis_QN1,0.0,0.0037471964725058
Staphylococcus_caprae_C87,0.0,0.0035462846603051
Staphylococcus_epidermidis_ATCC_12228,0.0,0.0026115310936726
Staphylococcus_equorum_subsp_equorum_Mu2,0.0,0.0051818938730139
Staphylococcus_haemolyticus_JCSC1435,0.0,0.004894909595058
Staphylococcus_hominis_subsp_hominis_C80,0.0,0.0037286889321661
Staphylococcus_lugdunensis_HKU09_01,0.0,0.0037477467843629
Staphylococcus_pettenkoferi_VCU012,0.0,0.0037060402248046
Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305,0.0,0.0029416523947377
Staphylococcus_simulans_ACS_120_V_Sch1,0.0,0.006730295409736
Staphylococcus_warneri_SG1,0.0,0.0034042095627094
Staphylococcus_xylosus_DMB3_Bh1,0.0,0.0062269425555372
Stenotrophomonas_maltophilia_D457,0.0,0.0029678488188891
Streptococcus_agalactiae_A909,0.0,0.0029216855605763
Streptococcus_anginosus_1_2_62CV,0.0,0.0019471250651225
Streptococcus_australis_ATCC_700641,0.0,0.0052032375885883
Streptococcus_constellatus_subsp_constellatus_SK53,0.0,0.008773219857279
Streptococcus_cristatus_ATCC_51100,0.0,0.0037416787748701
Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957,0.0,0.0018349620217013
Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_43143,0.0,0.0912667034096152
Streptococcus_gordonii_str_Challis_substr_CH1,0.0,0.003116878745157
Streptococcus_intermedius_JTH08,0.0,0.002948427601775
Streptococcus_mitis_NCTC_12261,0.0,0.0278822099919273
Streptococcus_mutans_ATCC_25175,0.0,0.0332938100148393
Streptococcus_oralis_Uo5,0.0,0.0322602108445252
Streptococcus_parauberis_KCTC_11537,0.0,0.0026682054494473
Streptococcus_salivarius_JIM8777,0.0,0.1997992175390639
Streptococcus_sanguinis_SK36,0.0,0.0055975993314525
Streptococcus_sp_2_1_36FAA,0.0,0.0031806143809596
Streptococcus_sp_I_G2,0.0,0.0024694416988039
Streptococcus_sp_I_P16,0.0,0.0022664797882166
Streptococcus_thermophilus_LMG_18311,0.0,0.0188930462238706
Streptococcus_uberis_0140J,0.0,0.0350275889849604
Streptococcus_vestibularis_F0396,0.0,0.0028091532881666
Subdoligranulum_variabile_DSM_15176,0.0,0.0438203907285534
Sutterella_wadsworthensis_3_1_45B,0.0216983901257252,0.0343813372028432
Tannerella_forsythia_ATCC_43037,0.0,0.0027482295709327
Tropheryma_whipplei_str_Twist,0.0,0.0038719194647359
Ureaplasma_parvum_serovar_1_str_ATCC_27813,0.0,0.0
Ureaplasma_urealyticum_serovar_8_str_ATCC_27618,0.0,0.0
Varibaculum_cambriense_DSM_15806,0.0,0.003660595344737
Veillonella_atypica_ACS_049_V_Sch6,0.0,0.0017281494874191
Veillonella_dispar_ATCC_17748,0.0,0.003535786707255
Veillonella_parvula_Te3_DSM_2008,0.0,0.0016982512684327
Veillonella_ratti_ACS_216_V_Col6b,0.0,0.0033650859205674
Veillonella_sp_3_1_44,0.0,0.0041104688878998
Veillonella_sp_6_1_27,0.0,0.0039895769465239
Vibrio_furnissii_NCTC_11218,0.0,0.0221126735803414
Vibrio_mimicus_MB_451,0.0,0.001456864153619
Vibrio_parahaemolyticus_RIMD_2210633,0.0,0.0037538175996529
Weissella_cibaria_KACC_11862,0.0,0.001827728202519
Yersinia_enterocolitica_subsp_enterocolitica_8081,0.0,0.0021812255441597
Yersinia_frederiksenii_ATCC_33641,0.0,0.0043491103559093
Yersinia_kristensenii_ATCC_33638,0.0,0.0036468190296851
Yersinia_pseudotuberculosis_YPIII,0.0,0.0025938499216218
Yersinia_rohdei_ATCC_43380,0.0,0.0027851124056822
