	MicrobeID	NCBI Taxonomy ID	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom	#genome	unique_name	total_length
107	Bifidobacterium_animalis_lactis_Bi_07	742729	Bifidobacterium animalis subsp. lactis Bi-07	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	742729	Bifidobacterium_animalis_lactis_Bi_07	3622968
108	Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219	580050	Bifidobacterium animalis subsp. lactis Bl-04	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	580050	Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219	3623401
109	Bifidobacterium_animalis_lactis_CNCM_I_2494	1042403	Bifidobacterium animalis subsp. lactis CNCM I-2494	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	1042403	Bifidobacterium_animalis_lactis_CNCM_I_2494	3633091
110	Bifidobacterium_animalis_lactis_DSM_10140	555970	Bifidobacterium animalis subsp. lactis DSM 10140	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	555970	Bifidobacterium_animalis_lactis_DSM_10140	3603245
111	Bifidobacterium_animalis_lactis_V9	573236	Bifidobacterium animalis subsp. lactis V9	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	573236	Bifidobacterium_animalis_lactis_V9	3632225
112	Bifidobacterium_bifidum_BGN4	484020	Bifidobacterium bifidum BGN4	Bifidobacterium bifidum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	484020	Bifidobacterium_bifidum_BGN4	4127698
113	Bifidobacterium_bifidum_NCIMB_41171	398513	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium bifidum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	398513	Bifidobacterium_bifidum_NCIMB_41171	4043170
114	Bifidobacterium_bifidum_PRL2010	702459	Bifidobacterium bifidum PRL2010	Bifidobacterium bifidum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	702459	Bifidobacterium_bifidum_PRL2010	4106321
115	Bifidobacterium_bifidum_S17	883062	Bifidobacterium bifidum S17	Bifidobacterium bifidum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	883062	Bifidobacterium_bifidum_S17	4050452
116	Bifidobacterium_breve_HPH0326	1203540	Bifidobacterium breve HPH0326	Bifidobacterium breve	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	1203540	Bifidobacterium_breve_HPH0326	4666451
117	Bifidobacterium_breve_UCC2003_NCIMB8807	326426	Bifidobacterium breve UCC2003	Bifidobacterium breve	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	326426	Bifidobacterium_breve_UCC2003_NCIMB8807	4512133
118	Bifidobacterium_catenulatum_DSM_16992	566552	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	Bifidobacterium catenulatum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	566552	Bifidobacterium_catenulatum_DSM_16992	3875681
119	Bifidobacterium_dentium_ATCC_27678	473819	Bifidobacterium dentium ATCC 27678	Bifidobacterium dentium	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	473819	Bifidobacterium_dentium_ATCC_27678	4959431
120	Bifidobacterium_gallicum_DSM_20093	561180	Bifidobacterium gallicum DSM 20093 = LMG 11596	Bifidobacterium gallicum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	561180	Bifidobacterium_gallicum_DSM_20093	3648109
121	Bifidobacterium_longum_DJO10A	205913	Bifidobacterium longum DJO10A	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	205913	Bifidobacterium_longum_DJO10A	4455044
122	Bifidobacterium_longum_E18	1322347	Bifidobacterium longum E18	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	1322347	Bifidobacterium_longum_E18	4414079
123	Bifidobacterium_longum_infantis_157F_NC	565040	Bifidobacterium longum subsp. infantis 157F	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	565040	Bifidobacterium_longum_infantis_157F_NC	4484672
124	Bifidobacterium_longum_infantis_ATCC_15697	391904	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	391904	Bifidobacterium_longum_infantis_ATCC_15697	4912631
125	Bifidobacterium_longum_longum_ATCC_55813	548480	Bifidobacterium longum subsp. longum ATCC 55813	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	548480	Bifidobacterium_longum_longum_ATCC_55813	4401727
126	Bifidobacterium_longum_longum_BBMN68	890402	Bifidobacterium longum subsp. longum BBMN68	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	890402	Bifidobacterium_longum_longum_BBMN68	4224760
127	Bifidobacterium_longum_longum_CCUG_52486	537937	Bifidobacterium longum subsp. infantis CCUG 52486	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	537937	Bifidobacterium_longum_longum_CCUG_52486	4566468
128	Bifidobacterium_longum_longum_JCM_1217	565042	Bifidobacterium longum subsp. longum JCM 1217	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	565042	Bifidobacterium_longum_longum_JCM_1217	4450367
129	Bifidobacterium_longum_longum_JDM301	759350	Bifidobacterium longum subsp. longum JDM301	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	759350	Bifidobacterium_longum_longum_JDM301	4609236
130	Bifidobacterium_longum_NCC2705	206672	Bifidobacterium longum NCC2705	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	206672	Bifidobacterium_longum_NCC2705	4191285
131	Bifidobacterium_pseudocatenulatum_DSM_20438	547043	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	Bifidobacterium pseudocatenulatum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	547043	Bifidobacterium_pseudocatenulatum_DSM_20438	4251530
132	Bifidobacterium_thermophilum_RBL67	1254439	Bifidobacterium thermophilum RBL67	Bifidobacterium thermophilum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	1254439	Bifidobacterium_thermophilum_RBL67	4366473
133	Bilophila_wadsworthia_3_1_6	563192	Bilophila wadsworthia 3_1_6	Bilophila wadsworthia	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	563192	Bilophila_wadsworthia_3_1_6	8041528
134	Blautia_hansenii_VPI_C7_24_DSM_20583	537007	Blautia hansenii DSM 20583	Blautia hansenii	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	537007	Blautia_hansenii_VPI_C7_24_DSM_20583	5755665
135	Blautia_hydrogenotrophica_DSM_10507	476272	Blautia hydrogenotrophica DSM 10507	Blautia hydrogenotrophica	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	476272	Blautia_hydrogenotrophica_DSM_10507	6587091
136	Brachybacterium_paraconglomeratum_LC44	1064537	Brachybacterium paraconglomeratum LC44	Brachybacterium paraconglomeratum	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	1064537	Brachybacterium_paraconglomeratum_LC44	7350025
137	Brachyspira_pilosicoli_B2904	1133568	Brachyspira pilosicoli B2904	Brachyspira pilosicoli	Brachyspira	Brachyspiraceae	Brachyspirales	Spirochaetia	Spirochaetes	Bacteria	1133568	Brachyspira_pilosicoli_B2904	5346362
138	Bradyrhizobium_elkanii_USDA_76	398525	Bradyrhizobium elkanii USDA 76	Bradyrhizobium elkanii	Bradyrhizobium	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	398525	Bradyrhizobium_elkanii_USDA_76	17692407
139	Brevibacillus_agri_BAB_2500	1246477	Brevibacillus agri BAB-2500	Brevibacillus agri	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	1246477	Brevibacillus_agri_BAB_2500	10133054
140	Brevibacillus_borstelensis_AK1	1300222	Brevibacillus borstelensis AK1	Brevibacillus borstelensis	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	1300222	Brevibacillus_borstelensis_AK1	9903849
141	Brevibacillus_brevis_NBRC_100599	358681	Brevibacillus brevis NBRC 100599	Brevibacillus brevis	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	358681	Brevibacillus_brevis_NBRC_100599	11993376
142	Brevibacterium_casei_S18	1229781	Brevibacterium casei S18	Brevibacterium casei	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	1229781	Brevibacterium_casei_S18	7169253
143	Brevibacterium_massiliense_5401308	1176165	Brevibacterium ravenspurgense 5401308 = CCUG 53855	Brevibacterium ravenspurgense	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	1176165	Brevibacterium_massiliense_5401308	4614052
144	Brevundimonas_diminuta_470_4	1035191	Brevundimonas diminuta 470-4	Brevundimonas diminuta	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	1035191	Brevundimonas_diminuta_470_4	6434354
145	Bulleidia_extructa_W1219	679192	Bulleidia extructa W1219	Bulleidia extructa	Bulleidia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	679192	Bulleidia_extructa_W1219	2726929
146	Burkholderiales_bacterium_1_1_47	469610	Burkholderiales bacterium 1_1_47	Burkholderiales bacterium 1_1_47	unclassified Burkholderiales	unclassified Burkholderiales	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	469610	Burkholderiales_bacterium_1_1_47	4923242
147	Butyricicoccus_pullicaecorum_1_2	1203606	Butyricicoccus pullicaecorum 1.2	Butyricicoccus pullicaecorum	Butyricicoccus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	1203606	Butyricicoccus_pullicaecorum_1_2	6370280
148	Butyricimonas_synergistica_DSM_23225	1121129	Butyricimonas synergistica DSM 23225	Butyricimonas synergistica	Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	1121129	Butyricimonas_synergistica_DSM_23225	9297904
149	Butyrivibrio_crossotus_DSM_2876	511680	Butyrivibrio crossotus DSM 2876	Butyrivibrio crossotus	Butyrivibrio	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	511680	Butyrivibrio_crossotus_DSM_2876	4729368
150	Butyrivibrio_fibrisolvens_16_4	657324	Butyrivibrio fibrisolvens 16/4	Butyrivibrio fibrisolvens	Butyrivibrio	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	657324	Butyrivibrio_fibrisolvens_16_4	5897997
151	Campylobacter_coli_JV20	864566	Campylobacter coli JV20	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	864566	Campylobacter_coli_JV20	3279557
152	Campylobacter_concisus_13826	360104	Campylobacter concisus 13826	Campylobacter concisus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	360104	Campylobacter_concisus_13826	4022740
153	Campylobacter_curvus_525_92	360105	Campylobacter curvus 525.92	Campylobacter curvus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	360105	Campylobacter_curvus_525_92	3784374
154	Campylobacter_fetus_subsp_fetus_82_40	360106	Campylobacter fetus subsp. fetus 82-40	Campylobacter fetus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	360106	Campylobacter_fetus_subsp_fetus_82_40	3572991
155	Campylobacter_gracilis_RM3268	553220	Campylobacter gracilis RM3268	Campylobacter gracilis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	553220	Campylobacter_gracilis_RM3268	4355483
156	Campylobacter_hominis_ATCC_BAA_381	360107	Campylobacter hominis ATCC BAA-381	Campylobacter hominis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	360107	Campylobacter_hominis_ATCC_BAA_381	3221968
157	Campylobacter_jejuni_jejuni_81_176	354242	Campylobacter jejuni subsp. jejuni 81-176	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	354242	Campylobacter_jejuni_jejuni_81_176	3295673
158	Campylobacter_jejuni_jejuni_M1	645464	Campylobacter jejuni subsp. jejuni M1	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	645464	Campylobacter_jejuni_jejuni_M1	3135587
159	Campylobacter_jejuni_jejuni_NCTC_11168	192222	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	192222	Campylobacter_jejuni_jejuni_NCTC_11168	3189088
160	Campylobacter_lari_RM2100	306263	Campylobacter lari RM2100	Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	306263	Campylobacter_lari_RM2100	3180780
161	Campylobacter_rectus_RM3267	553218	Campylobacter rectus RM3267	Campylobacter rectus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	553218	Campylobacter_rectus_RM3267	4772143
162	Campylobacter_upsaliensis_JV21	888826	Campylobacter upsaliensis JV21	Campylobacter upsaliensis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	888826	Campylobacter_upsaliensis_JV21	3177105
163	Capnocytophaga_granulosa_ATCC_51502	641143	Capnocytophaga granulosa ATCC 51502	Capnocytophaga granulosa	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	641143	Capnocytophaga_granulosa_ATCC_51502	5272257
164	Capnocytophaga_ochracea_DSM_7271	521097	Capnocytophaga ochracea DSM 7271	Capnocytophaga ochracea	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	521097	Capnocytophaga_ochracea_DSM_7271	4969797
165	Capnocytophaga_sputigena_ATCC_33612	553177	Capnocytophaga sputigena ATCC 33612	Capnocytophaga sputigena	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	553177	Capnocytophaga_sputigena_ATCC_33612	5775533
166	Catenibacterium_mitsuokai_DSM_15897	451640	Catenibacterium mitsuokai DSM 15897	Catenibacterium mitsuokai	Catenibacterium	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	451640	Catenibacterium_mitsuokai_DSM_15897	4762541
167	Citrobacter_koseri_ATCC_BAA_895	290338	Citrobacter koseri ATCC BAA-895	Citrobacter koseri	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	290338	Citrobacter_koseri_ATCC_BAA_895	8926786
168	Citrobacter_sp_30_2	469595	Citrobacter portucalensis	Citrobacter sp. 30_2	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	469595	Citrobacter_sp_30_2	9452210
169	Citrobacter_youngae_ATCC_29220	500640	Citrobacter youngae ATCC 29220	Citrobacter youngae	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	500640	Citrobacter_youngae_ATCC_29220	9626379
170	Clostridiales_sp_1_7_47FAA	457421	Clostridiales bacterium 1_7_47FAA	Clostridiales bacterium 1_7_47FAA	unclassified Clostridiales	unclassified Clostridiales	Eubacteriales	Clostridia	Firmicutes	Bacteria	457421	Clostridiales_sp_1_7_47FAA	12219104
171	Clostridium_beijerinckii_NCIMB_8052	290402	Clostridium beijerinckii NCIMB 8052	Clostridium beijerinckii	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	290402	Clostridium_beijerinckii_NCIMB_8052	11048453
172	Clostridium_bolteae_ATCC_BAA_613	411902	Enterocloster bolteae ATCC BAA-613	Enterocloster bolteae	Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411902	Clostridium_bolteae_ATCC_BAA_613	12296931
173	Clostridium_botulinum_A_str_ATCC_19397	441770	Clostridium botulinum A str. ATCC 19397	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	441770	Clostridium_botulinum_A_str_ATCC_19397	7174169
174	Clostridium_botulinum_A_str_Hall	441771	Clostridium botulinum A str. Hall	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	441771	Clostridium_botulinum_A_str_Hall	6981147
175	Clostridium_botulinum_Bf	445336	Clostridium botulinum Bf	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	445336	Clostridium_botulinum_Bf	7771416
176	Clostridium_botulinum_E1_str_BoNT_E_Beluga	536233	Clostridium botulinum E1 str. 'BoNT E Beluga'	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	536233	Clostridium_botulinum_E1_str_BoNT_E_Beluga	6476580
177	Clostridium_botulinum_F_str_230613	758678	Clostridium botulinum F str. 230613	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	758678	Clostridium_botulinum_F_str_230613	7424665
178	Clostridium_citroniae_WAL_17108	742733	[Clostridium] citroniae WAL-17108	Enterocloster citroniae	Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	742733	Clostridium_citroniae_WAL_17108	12805375
179	Clostridium_clariflavum_DSM_19732	720554	Acetivibrio clariflavus DSM 19732	Acetivibrio clariflavus	Acetivibrio	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	720554	Clostridium_clariflavum_DSM_19732	9168772
180	Clostridium_clostridioforme_CM201	999410	[Clostridium] clostridioforme CM201	Enterocloster clostridioformis	Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	999410	Clostridium_clostridioforme_CM201	10833912
181	Clostridium_difficile_CD196	645462	Clostridioides difficile CD196	Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	645462	Clostridium_difficile_CD196	7529660
182	Clostridium_hathewayi_12489931	999412	Hungatella hathewayi 12489931	Hungatella hathewayi	Hungatella	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	999412	Clostridium_hathewayi_12489931	13255332
183	Clostridium_hylemonae_DSM_15053	553973	[Clostridium] hylemonae DSM 15053	[Clostridium] hylemonae	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	553973	Clostridium_hylemonae_DSM_15053	7319927
184	Clostridium_innocuum_2959	999413	[Clostridium] innocuum 2959	[Clostridium] innocuum	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	999413	Clostridium_innocuum_2959	9108836
185	Clostridium_leptum_DSM_753	428125	[Clostridium] leptum DSM 753	[Clostridium] leptum	unclassified Ruminococcaceae	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	428125	Clostridium_leptum_DSM_753	6023327
186	Clostridium_perfringens_ATCC_13124	195103	Clostridium perfringens ATCC 13124	Clostridium perfringens	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	195103	Clostridium_perfringens_ATCC_13124	6097410
187	Clostridium_saccharoperbutylacetonicum_N1_4_HMT	931276	Clostridium saccharoperbutylacetonicum N1-4(HMT	Clostridium saccharoperbutylacetonicum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	931276	Clostridium_saccharoperbutylacetonicum_N1_4_HMT	12481945
188	Clostridium_scindens_ATCC_35704	411468	[Clostridium] scindens ATCC 35704	[Clostridium] scindens	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411468	Clostridium_scindens_ATCC_35704	6763533
189	Clostridium_sp_7_2_43FAA	457396	Clostridium sp. 7_2_43FAA	Clostridium sp. 7_2_43FAA	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	457396	Clostridium_sp_7_2_43FAA	6969101
190	Clostridium_sp_L2_50	411489	Clostridium sp. L2-50	Clostridium sp. L2-50	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411489	Clostridium_sp_L2_50	5494338
191	Clostridium_sp_M62_1	411486	Clostridium sp. M62/1	Clostridium sp. M62/1	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411486	Clostridium_sp_M62_1	7047392
192	Clostridium_sp_SY8519	1042156	Clostridium sp. SY8519	Clostridium sp. SY8519	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	1042156	Clostridium_sp_SY8519	5364263
193	Clostridium_spiroforme_DSM_1552	428126	[Clostridium] spiroforme DSM 1552	[Clostridium] spiroforme	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	428126	Clostridium_spiroforme_DSM_1552	4676477
194	Clostridium_sporogenes_ATCC_15579	471871	Clostridium sporogenes ATCC 15579	Clostridium sporogenes	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	471871	Clostridium_sporogenes_ATCC_15579	7487519
195	Clostridium_sporosphaeroides_DSM_1294	1121334	[Clostridium] sporosphaeroides DSM 1294	[Clostridium] sporosphaeroides	unclassified Ruminococcaceae	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	1121334	Clostridium_sporosphaeroides_DSM_1294	6134728
196	Clostridium_sticklandii_DSM_519	499177	Acetoanaerobium sticklandii DSM 519	Acetoanaerobium sticklandii	Acetoanaerobium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	499177	Clostridium_sticklandii_DSM_519	5314007
197	Clostridium_symbiosum_WAL_14163	742740	[Clostridium] symbiosum WAL-14163	[Clostridium] symbiosum	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	742740	Clostridium_symbiosum_WAL_14163	9912402
198	Clostridium_symbiosum_WAL_14673	742741	[Clostridium] symbiosum WAL-14673	[Clostridium] symbiosum	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	742741	Clostridium_symbiosum_WAL_14673	9048363
199	Collinsella_aerofaciens_ATCC_25986	411903	Collinsella aerofaciens ATCC 25986	Collinsella aerofaciens	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	411903	Collinsella_aerofaciens_ATCC_25986	4470230
200	Collinsella_intestinalis_DSM_13280	521003	Collinsella intestinalis DSM 13280	Collinsella intestinalis	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	521003	Collinsella_intestinalis_DSM_13280	3308735
201	Collinsella_stercoris_DSM_13279	445975	Collinsella stercoris DSM 13279	Collinsella stercoris	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	445975	Collinsella_stercoris_DSM_13279	4209675
202	Collinsella_tanakaei_YIT_12063	742742	Collinsella tanakaei YIT 12063	Collinsella tanakaei	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	742742	Collinsella_tanakaei_YIT_12063	4747845
203	Coprobacillus_sp_29_1	469596	Coprobacillus cateniformis	Coprobacillus cateniformis	Coprobacillus	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	469596	Coprobacillus_sp_29_1	7220456
204	Coprobacillus_sp_D7	556270	Coprobacillus sp. D7	Coprobacillus sp. D7	Coprobacillus	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	556270	Coprobacillus_sp_D7	6460095
205	Coprococcus_comes_ATCC_27758	470146	Coprococcus comes ATCC 27758	Coprococcus comes	Coprococcus	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	470146	Coprococcus_comes_ATCC_27758	5854942
206	Coprococcus_eutactus_ATCC_27759	411474	Coprococcus eutactus ATCC 27759	Coprococcus eutactus	Coprococcus	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	411474	Coprococcus_eutactus_ATCC_27759	5750520
207	Corynebacterium_ammoniagenes_DSM_20306	649754	Corynebacterium ammoniagenes DSM 20306	Corynebacterium ammoniagenes	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	649754	Corynebacterium_ammoniagenes_DSM_20306	5412848
208	Corynebacterium_amycolatum_SK46	553204	Corynebacterium amycolatum SK46	Corynebacterium amycolatum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	553204	Corynebacterium_amycolatum_SK46	4892594
209	Corynebacterium_aurimucosum_ATCC_700975	548476	Corynebacterium aurimucosum ATCC 700975	Corynebacterium aurimucosum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	548476	Corynebacterium_aurimucosum_ATCC_700975	5420697
210	Corynebacterium_durum_F0235	1035195	Corynebacterium durum F0235	Corynebacterium durum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	1035195	Corynebacterium_durum_F0235	5465116
211	Corynebacterium_glucuronolyticum_ATCC_51867	548477	Corynebacterium glucuronolyticum ATCC 51867	Corynebacterium glucuronolyticum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	548477	Corynebacterium_glucuronolyticum_ATCC_51867	5282523
